token_address	token_id	id	user	status	uri	name	description	image_url	metadata	collection_name	collection_icon_url	fees	created_at	updated_at
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	22289093	0x6d63e40b2e7e804c22a8fb806c4a7ed046fd48f1dbed85551611f8091ae69766	0x0008d343091ef8bd3efa730f6aae5a26a285c7a2	imx		Beast Speaker		https://card.godsunchained.com/?id=942&q=4	"{""attack"":3,""effect"":""Roar: If you control a Wild creature, refresh 3 mana."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=942&q=4"",""mana"":4,""name"":""Beast Speaker"",""proto"":942,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-29 02:15:45.222	2021-06-24 07:40:21.844
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	31700855	0x15e43d6576cbf392710fce1b3132e0a5f05c27d249cb5b2d937f6b1902fc8d5a	0xf121f3c5dd08a7a1c8be891c5f2b2391e3c0a2f9	imx		Beast Speaker		https://card.godsunchained.com/?id=942&q=4	"{""attack"":3,""effect"":""Roar: If you control a Wild creature, refresh 3 mana."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=942&q=4"",""mana"":4,""name"":""Beast Speaker"",""proto"":942,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""}]"	2021-03-29 17:04:20.934	2021-03-29 17:04:47.705
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	24206456	0x688528bdc37c5fe8e0425ae82eebc556cba81cf58a3bc5e50527179165121b54	0x01cc81071f5c50474bbcca7e14286e5c27ac3fea	imx		Beast Speaker		https://card.godsunchained.com/?id=942&q=4	"{""attack"":3,""effect"":""Roar: If you control a Wild creature, refresh 3 mana."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=942&q=4"",""mana"":4,""name"":""Beast Speaker"",""proto"":942,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""}]"	2021-03-30 06:05:57.114	2021-03-30 06:07:01.170
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	25403543	0xa9b1be4cc1ea3a2919988b93c9553ef25e1043226aa72388b4bbc9ad53c6f3cf	0x91d324eba56e755cec71ec7074733417ddd4649c	imx		Beast Speaker		https://card.godsunchained.com/?id=942&q=4	"{""attack"":3,""effect"":""Roar: If you control a Wild creature, refresh 3 mana."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=942&q=4"",""mana"":4,""name"":""Beast Speaker"",""proto"":942,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-30 13:42:21.351	2021-04-01 05:06:05.600
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	22696499	0x46511a51edb19c54c86d362be5f3af3291b6182d2a3f9adbc36568d4b7bc00a9	0xe11664367d5c8ddc47d9cfa0f6267f5904d2048b	imx		Beast Speaker		https://card.godsunchained.com/?id=942&q=4	"{""attack"":3,""effect"":""Roar: If you control a Wild creature, refresh 3 mana."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=942&q=4"",""mana"":4,""name"":""Beast Speaker"",""proto"":942,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-30 12:38:20.299	2021-04-01 02:26:55.682
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	28999759	0x938af624000f2f459439498212e78d1fc0bbaa70dc517b30da4a143adc1a1325	0x05e70979fd3355133f91fc7c6597a8274169b3be	imx		Hippacria's Monster		https://card.godsunchained.com/?id=811&q=4	"{""attack"":0,""effect"":""Ward.<br>When this creature is summoned, it gains the combined strength and<br>health of each creature<br>in your void."",""god"":""death"",""health"":1,""image"":""https://card.godsunchained.com/?id=811&q=4"",""mana"":9,""name"":""Hippacria's Monster"",""proto"":811,""quality"":""Meteorite"",""rarity"":""legendary"",""set"":""trial"",""tribe"":"""",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-30 13:34:47.793	2021-04-01 05:02:13.374
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	28447552	0xd2a457d8e2496edffa4b45818e00ce8406432feb9ce37bbf4944f05c2c003f8b	0x53dda0a69992b87e51f0f14b1337281f09a2c8da	imx		Satyr Outcast		https://card.godsunchained.com/?id=894&q=4	"{""attack"":1,""effect"":""Roar: Give ward to your god, and gain 1 favor."",""god"":""neutral"",""health"":3,""image"":""https://card.godsunchained.com/?id=894&q=4"",""mana"":1,""name"":""Satyr Outcast"",""proto"":894,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""}]"	2021-03-28 06:07:53.321	2021-03-28 06:08:22.664
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	30487630	0xb438ffb414638cffa0d1297a7c59a2cacf9a0a44072a624b2a5cfe01741bb329	0x2d55c157db17267ccda852b749f3244404139ba5	imx		Dionysian Bull		https://card.godsunchained.com/?id=840&q=4	"{""attack"":3,""effect"":""Confused. Regen 4. Frontline."",""god"":""nature"",""health"":7,""image"":""https://card.godsunchained.com/?id=840&q=4"",""mana"":6,""name"":""Dionysian Bull"",""proto"":840,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-28 06:50:31.868	2021-03-28 06:51:31.567
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	28397033	0x6c440d9971b07a681d727d5c4663e61fe2e16a8a500bf612fddbab3dffa72c9c	0x023c74b67dfcf4c20875a079e59873d8bbe42449	imx		Dionysian Bull		https://card.godsunchained.com/?id=840&q=4	"{""attack"":3,""effect"":""Confused. Regen 4. Frontline."",""god"":""nature"",""health"":7,""image"":""https://card.godsunchained.com/?id=840&q=4"",""mana"":6,""name"":""Dionysian Bull"",""proto"":840,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""}]"	2021-03-28 09:36:30.708	2021-03-28 09:36:38.774
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	31254967	0xc1f5616ecf6b9a64fccb075bbf0090f60c526bd7ffe286a05e8f41dc7456ad32	0x7909e250df0c9c534775fdac519add46c46b6aa7	imx		Ornery Goat		https://card.godsunchained.com/?id=841&q=3	"{""attack"":3,""effect"":""Confused.<br>At the start of your turn, deal 2 damage to a random enemy creature."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=841&q=3"",""mana"":3,""name"":""Ornery Goat"",""proto"":841,""quality"":""Shadow"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":240,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":80,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":80,""type"":""royalty""}]"	2021-03-28 12:18:14.852	2021-04-26 00:41:38.906
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	31496736	0x6190cf3d1b6e515aa545c6c7ac7653e147587d9b72c01f7087b4bf4a22e01588	0xac78211b7ed990f6fb1e3461de8f6a5ec0e5b322	imx		Dionysian Bull		https://card.godsunchained.com/?id=840&q=4	"{""attack"":3,""effect"":""Confused. Regen 4. Frontline."",""god"":""nature"",""health"":7,""image"":""https://card.godsunchained.com/?id=840&q=4"",""mana"":6,""name"":""Dionysian Bull"",""proto"":840,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-28 15:04:33.371	2021-03-28 15:04:47.363
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	28266840	0xe0708bba0c56a3f0bb2c6f47aa294d8ff3f35fcc00262f60013a27102365a424	0x40aa3ce408c6bf7e170a26b0af36e549a84eb6da	imx		Dionysian Bull		https://card.godsunchained.com/?id=840&q=4	"{""attack"":3,""effect"":""Confused. Regen 4. Frontline."",""god"":""nature"",""health"":7,""image"":""https://card.godsunchained.com/?id=840&q=4"",""mana"":6,""name"":""Dionysian Bull"",""proto"":840,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""}]"	2021-03-28 14:48:31.832	2021-03-28 14:49:10.481
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	23237034	0x94ddc3f57e9c572bde88559abc6d7615de3ef3382ee1055d5214391e9f1dc930	0xd5495ff5b7ceeb036fae2320ade72e164ca3e9ef	imx		Dionysian Bull		https://card.godsunchained.com/?id=840&q=4	"{""attack"":3,""effect"":""Confused. Regen 4. Frontline."",""god"":""nature"",""health"":7,""image"":""https://card.godsunchained.com/?id=840&q=4"",""mana"":6,""name"":""Dionysian Bull"",""proto"":840,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-29 14:59:14.086	2021-03-29 15:00:08.538
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	30225206	0xbbabd16ef08b1a6fb0d153b442267903bd9b6ec8df77c5c3312d39795e2e137b	0xcb84517530f46be004e484dd1a6de59124ff88fc	imx		Satyr Outcast		https://card.godsunchained.com/?id=894&q=4	"{""attack"":1,""effect"":""Roar: Give ward to your god, and gain 1 favor."",""god"":""neutral"",""health"":3,""image"":""https://card.godsunchained.com/?id=894&q=4"",""mana"":1,""name"":""Satyr Outcast"",""proto"":894,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-28 14:56:11.490	2021-03-28 14:56:27.703
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	22464130	0x74fab78fbc4daf2e125d2f31e42cc7e5d2b356ecb1810e3547212b60d6265288	0xc76b4c2a4895d604bd322fffa75cb6a9eac2524a	imx		Satyr Outcast		https://card.godsunchained.com/?id=894&q=4	"{""attack"":1,""effect"":""Roar: Give ward to your god, and gain 1 favor."",""god"":""neutral"",""health"":3,""image"":""https://card.godsunchained.com/?id=894&q=4"",""mana"":1,""name"":""Satyr Outcast"",""proto"":894,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""}]"	2021-03-29 15:43:41.003	2021-03-29 15:44:05.896
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	32091280	0x65f1d53982c48012f32cafcffbda8a555dbcbfb4ef17a3c2bcc3ba72a7757b07	0x178e9ff3105bdb55371edef50c981ea8addcb23b	imx		Diones, Spectral Sceptic		https://card.godsunchained.com/?id=801&q=4	"{""attack"":2,""effect"":""Roar: If your god <br>has 15 health or less, <br>draw two cards."",""god"":""death"",""health"":3,""image"":""https://card.godsunchained.com/?id=801&q=4"",""mana"":3,""name"":""Diones, Spectral Sceptic"",""proto"":801,""quality"":""Meteorite"",""rarity"":""legendary"",""set"":""trial"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-30 16:20:57.717	2021-04-26 00:56:24.717
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	22391994	0xe8ea88db387694d53d0e0c10b153c857cdeca7a5d05b0e1f32be93d0a0f09218	0x6e6f1ecefa9e7cae3efcd54e06ac8b7cc9f7d25a	imx		Ornery Goat		https://card.godsunchained.com/?id=841&q=4	"{""attack"":3,""effect"":""Confused.<br>At the start of your turn, deal 2 damage to a random enemy creature."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=841&q=4"",""mana"":3,""name"":""Ornery Goat"",""proto"":841,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""}]"	2021-03-29 17:54:36.268	2021-04-26 01:00:54.069
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	29700692	0xcc200224e137378712dea2ff19cbb83d518bc983ac138f33e2ef8b6afd6c6d7a	0x5eebd1490e8a1646fd2bdc9dd11c7577daa37435	imx		Beast Speaker		https://card.godsunchained.com/?id=942&q=3	"{""attack"":3,""effect"":""Roar: If you control a Wild creature, refresh 3 mana."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=942&q=3"",""mana"":4,""name"":""Beast Speaker"",""proto"":942,""quality"":""Shadow"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":240,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":80,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":80,""type"":""royalty""}]"	2021-03-30 15:53:57.638	2021-08-22 22:29:16.966
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	24099464	0x962b231455d022472c535e0dde6f8be3e9dff68628f4514a43a027f4f78a01f5	0x84464ae2d22a3cd0f375bcfb95ff426344c4fc22	imx		Ornery Goat		https://card.godsunchained.com/?id=841&q=4	"{""attack"":3,""effect"":""Confused.<br>At the start of your turn, deal 2 damage to a random enemy creature."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=841&q=4"",""mana"":3,""name"":""Ornery Goat"",""proto"":841,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""}]"	2021-03-30 05:54:14.133	2021-08-28 12:30:53.493
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	22425045	0xe14c78d4fcfe69d5d094dbcf7b168ad0083c530ef0f89cac53d9fc6f15bf9f00	0xd81be2dd1fe5e3f9aada3ffea6d64e62506edacc	imx		Hippacria's Monster		https://card.godsunchained.com/?id=811&q=4	"{""attack"":0,""effect"":""Ward.<br>When this creature is summoned, it gains the combined strength and<br>health of each creature<br>in your void."",""god"":""death"",""health"":1,""image"":""https://card.godsunchained.com/?id=811&q=4"",""mana"":9,""name"":""Hippacria's Monster"",""proto"":811,""quality"":""Meteorite"",""rarity"":""legendary"",""set"":""trial"",""tribe"":"""",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""}]"	2021-03-30 14:17:58.699	2021-09-23 22:44:15.272
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	26000006	0x9e7fc1f70fa609a110ea7a2251dc92b42cf834e69e6a027fb92c6e36c1e7d68e	0xaa816832126f6ef2fb09ff6a52f69f6c59c34d44	imx		Satyr Outcast		https://card.godsunchained.com/?id=894&q=4	"{""attack"":1,""effect"":""Roar: Give ward to your god, and gain 1 favor."",""god"":""neutral"",""health"":3,""image"":""https://card.godsunchained.com/?id=894&q=4"",""mana"":1,""name"":""Satyr Outcast"",""proto"":894,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""mystic"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""}]"	2021-03-29 18:19:54.013	2021-11-05 16:22:35.145
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	31343408	0x80afc537c9dcc41a6f7834359042f8cf56e30d311947dfcd233c246ec5835be6	0xc0865b07b8bc37e4d2181d4cae2f03462b54be29	imx		Ornery Goat		https://card.godsunchained.com/?id=841&q=4	"{""attack"":3,""effect"":""Confused.<br>At the start of your turn, deal 2 damage to a random enemy creature."",""god"":""nature"",""health"":3,""image"":""https://card.godsunchained.com/?id=841&q=4"",""mana"":3,""name"":""Ornery Goat"",""proto"":841,""quality"":""Meteorite"",""rarity"":""common"",""set"":""trial"",""tribe"":""wild"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""},{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""}]"	2021-03-30 23:03:59.779	2021-11-22 13:01:17.771
0xacb3c6a43d15b907e8433077b6d38ae40936fe2c	28158346	0xccb2ea04fb9da90315e1af6c24fe0f7001a90087207b00277fb5d3057806bb98	0x1cbebbdb99d7ea7e5284b2562ce6f1cb9a8980f1	imx		Lysander's Spear		https://card.godsunchained.com/?id=830&q=4	"{""attack"":0,""effect"":""After you play a Light card, give +1 durability to this relic.\nAbility: Give +2/+2 to a creature and -2 durability to this relic."",""god"":""light"",""health"":3,""image"":""https://card.godsunchained.com/?id=830&q=4"",""mana"":3,""name"":""Lysander's Spear"",""proto"":830,""quality"":""Meteorite"",""rarity"":""legendary"",""set"":""trial"",""type"":""card""}"	Gods Unchained	https://images.godsunchained.com/misc/gu-sigel.png	"[{""address"":""0x7b31c77f126421206690dc2e52c0fd4cf7275af5"",""percentage"":300,""type"":""royalty""},{""address"":""0x43d6c1b85579dacab253a82be40a2f19113ca9c4"",""percentage"":100,""type"":""royalty""},{""address"":""0x5a88c463e9342857ed8f47e4efb1861b80198910"",""percentage"":100,""type"":""royalty""}]"	2021-03-30 15:03:28.999	2021-12-06 04:29:55.455
